login_id,q1_answer,q2_answer,q3_answer,q4_answer,q5_answer,q6_answer,q7_answer,q8_answer,q9_answer,q10_answer,q11_answer,q12_answer,q13_answer,q14_answer,q15_answer,q16_answer,q17_answer,q18_answer,q19_answer,q20_answer,q1_level,q2_level,q3_level,q4_level,q5_level,q6_level,q7_level,q8_level,q9_level,q10_level,q11_level,q12_level,q13_level,q14_level,q15_level,q16_level,q17_level,q18_level,q19_level,q20_level
8092640951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640952,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640953,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640958,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640959,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640963,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640964,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640967,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640968,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640970,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640971,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640978,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640979,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640980,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640985,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640989,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640994,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640998,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640999,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092641001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092641002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092641003,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092641004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092641005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092641006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092641008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092641009,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092641011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092641012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092641013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092641014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092641016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,2,2,2,2,2,2
8092640656,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640663,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640665,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640668,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640670,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640671,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640673,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640675,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640676,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640677,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640680,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640682,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640684,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640689,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640691,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640695,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640697,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640699,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640700,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640702,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640703,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640704,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640705,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640706,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640707,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640708,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640710,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640711,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640712,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640713,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640714,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640716,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640717,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640718,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640720,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640725,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640728,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640729,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640730,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640732,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640734,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640737,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
8092640745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,Pre-primary,2,2,2,2,2,3,3,3,3,3,3
